No.,Time,Source,Destination,Protocol,Length,Info,Label
1443,124.145923,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1448,124.152659,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1500,129.152289,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
1501,129.15251,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
1557,134.20265,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
1558,134.246267,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1560,134.251067,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
1567,134.255117,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1620,139.30284,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
1621,139.30304,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
1675,144.352687,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
1676,144.362126,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1679,144.367728,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
1685,144.371126,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1737,149.402781,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
1738,149.402995,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
1792,154.452836,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
1793,154.476846,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1796,154.482375,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
1802,154.486726,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1856,159.503053,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
1857,159.503252,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
