No.,Time,Source,Destination,Protocol,Length,Info,Label
14881,1276.771827,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
14933,1281.710123,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
14938,1281.720202,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
14990,1286.722077,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
14991,1286.72224,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
15045,1291.772064,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
15046,1291.796835,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
15048,1291.801831,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
15055,1291.808418,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
15107,1296.822145,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
15108,1296.822338,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
15162,1301.872248,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
15166,1301.992017,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
15170,1301.99799,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
15175,1302.002048,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
15231,1307.022187,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
15232,1307.022334,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
15287,1312.072578,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
